ID,epidural,intraparenchymal,normal,subarachnoid
test_1628.png,0.04672495648264885,0.9977038502693176,0.0007702931761741638,0.6520198583602905
test_1889.png,0.00018814207578543574,0.13799647986888885,0.012821214273571968,0.9644556045532227
test_3123.png,3.6611700693356397e-07,0.004792316816747189,0.995075523853302,0.0031850608065724373
test_1107.png,7.484622619813308e-05,0.8524448275566101,0.035745810717344284,0.23091977834701538
test_2726.png,0.004133968148380518,0.21850258111953735,0.4439620077610016,0.11516222357749939
test_2507.png,0.00022341636940836906,0.029479410499334335,0.8958876132965088,0.10176784545183182
test_346.png,0.016466174274683,0.7054807543754578,0.03554439917206764,0.542560338973999
test_1138.png,0.005934066604822874,0.997166097164154,0.0007264875457622111,0.10576342046260834
test_2811.png,0.0009253848693333566,0.03949040547013283,0.035745810717344284,0.9459012746810913
test_3443.png,0.00028462239424698055,0.034100424498319626,0.9401335716247559,0.02190636657178402
test_2594.png,0.022759154438972473,0.22354651987552643,0.4570458233356476,0.3466518819332123
test_1074.png,0.004382336512207985,0.991355836391449,0.0011695103021338582,0.723504900932312
test_1365.png,0.00010472556459717453,0.048136770725250244,0.8442806601524353,0.1977541446685791
test_1169.png,0.0010005043586716056,0.966092050075531,0.0035936026833951473,0.3063195049762726
test_2338.png,5.594337835646002e-06,0.008445627056062222,0.9596109390258789,0.0697949230670929
test_2392.png,2.4300241420860402e-05,0.0008360903011634946,0.9979652166366577,0.0018821860430762172
test_1750.png,0.05561761185526848,0.47078219056129456,0.1364932507276535,0.40969306230545044
test_4027.png,3.6764631659025326e-05,0.2729925513267517,0.8134608268737793,0.04894862323999405
test_2419.png,1.508850164100295e-05,0.004117917735129595,0.9941800832748413,0.007260866463184357
test_3022.png,0.0016613906482234597,0.14645308256149292,0.7241880893707275,0.18169839680194855
test_3789.png,5.783766391687095e-05,0.02964751049876213,0.8630456924438477,0.14163722097873688
test_1645.png,0.005159622989594936,0.6475753784179688,0.016593176871538162,0.6941990256309509
test_469.png,3.619466951931827e-05,0.9966233968734741,0.0002531563804950565,0.20149879157543182
test_3511.png,0.004736748989671469,0.4593186378479004,0.5073274970054626,0.060418423265218735
test_1581.png,0.00043224150431342423,0.4970627427101135,0.06278920918703079,0.6046907901763916
test_434.png,1.3525266695069149e-05,0.9912208914756775,0.0008360903011634946,0.2040245234966278
test_1776.png,2.6274772608303465e-05,0.08359067142009735,0.6068480014801025,0.3443332016468048
test_1045.png,0.00010804955672938377,0.9818056225776672,0.001377732609398663,0.4730638265609741
test_141.png,7.484622619813308e-05,0.9976125955581665,0.0008231385727412999,0.29645052552223206
test_541.png,0.00029365462251007557,0.02964751049876213,0.95735764503479,0.017442483454942703
test_616.png,0.003839395008981228,0.13161905109882355,0.4705389142036438,0.39291906356811523
test_919.png,0.2603894770145416,0.6248660087585449,0.023286305367946625,0.4002217948436737
test_733.png,0.04401864856481552,0.8780007362365723,0.06075190007686615,0.11318691074848175
test_1937.png,5.1442217227304354e-05,0.031084951013326645,0.00985985528677702,0.9897513389587402
test_3788.png,5.104190859128721e-05,0.0005336928297765553,0.9991030693054199,0.0007524627726525068
test_584.png,2.355261858610902e-05,0.9914224743843079,0.001314724562689662,0.12241825461387634
test_1792.png,0.00025714197545312345,0.5849826335906982,0.04476431384682655,0.4599553048610687
test_3504.png,0.016721142455935478,0.04352813959121704,0.7728736996650696,0.08166611194610596
test_2528.png,0.0009773503988981247,0.023109277710318565,0.9502266049385071,0.01214717049151659
test_3038.png,2.6070305466419086e-05,0.09929540008306503,0.8017807006835938,0.1155608743429184
test_744.png,0.0024343819823116064,0.29219117760658264,0.47798052430152893,0.1388116478919983
test_2908.png,4.165957943769172e-05,0.0027683854568749666,0.9934101700782776,0.00851130299270153
test_391.png,0.003160352585837245,0.8902942538261414,0.007011795416474342,0.6879445314407349
test_3186.png,0.025858774781227112,0.1445106565952301,0.05271640047430992,0.7536479830741882
test_1862.png,0.00021654405281879008,0.242923304438591,0.004924510605633259,0.972362220287323
test_3256.png,1.81622237960255e-06,0.020371293649077415,0.9698996543884277,0.015663648024201393
test_1207.png,0.00032758430461399257,0.8329172730445862,0.024469668045639992,0.2971639037132263
test_2248.png,0.006463137920945883,0.08314291387796402,0.050051309168338776,0.9517737030982971
test_3563.png,3.2955729693640023e-05,0.0002472934720572084,0.9991238713264465,0.0004108485300093889
test_3248.png,9.741921530803666e-06,0.020371293649077415,0.9265698790550232,0.056966383010149
test_280.png,9.17019642656669e-05,0.6285214424133301,0.01400956604629755,0.7534666657447815
test_2291.png,0.04594821110367775,0.3646644353866577,0.07303238660097122,0.7749242186546326
test_2197.png,0.25963789224624634,0.9685600996017456,0.04248321056365967,0.3843342959880829
test_617.png,2.318747829122003e-05,0.9891815781593323,0.0006462032906711102,0.10725032538175583
test_772.png,0.0001713081874186173,0.914290726184845,0.007907291874289513,0.5426815152168274
test_3594.png,4.189971150481142e-06,0.1672186702489853,0.4267396032810211,0.23458194732666016
test_893.png,0.0017007224960252643,0.8223318457603455,0.00628990214318037,0.6158390045166016
test_484.png,0.0014895173953846097,0.9960391521453857,0.0010242064017802477,0.09859886020421982
test_1547.png,9.83811987680383e-05,0.41744959354400635,0.03521113470196724,0.683208167552948
test_2165.png,0.0013993983156979084,0.5822535157203674,0.017712298780679703,0.7828285694122314
test_1545.png,0.0001398220774717629,0.423577219247818,0.05320620536804199,0.7618929743766785
test_3780.png,0.07978201657533646,0.22388571500778198,0.30476540327072144,0.4179840087890625
test_1903.png,0.03090895712375641,0.10338596254587173,0.019985152408480644,0.936168372631073
test_1730.png,9.685608529252931e-05,0.07081620395183563,0.4783460795879364,0.5673373937606812
test_2480.png,1.3007128472963814e-05,0.06244528666138649,0.9576753973960876,0.023554330691695213
test_2522.png,0.0007613258203491569,0.5454067587852478,0.025323059409856796,0.7511008381843567
test_2679.png,5.1442217227304354e-05,0.002058753278106451,0.9978594183921814,0.003456409554928541
test_1076.png,3.26992740156129e-05,0.9877113699913025,0.00041568948654457927,0.583025336265564
test_2975.png,0.00034196206252090633,0.7813306450843811,0.1264611780643463,0.18111832439899445
test_146.png,0.14511536061763763,0.6039902567863464,0.24671480059623718,0.34400254487991333
test_2729.png,0.0020911062601953745,0.024703869596123695,0.9155072569847107,0.020527787506580353
test_3958.png,8.957788668340072e-05,0.004198795184493065,0.9689150452613831,0.032466813921928406
test_1744.png,0.03739713504910469,0.26721689105033875,0.04232459142804146,0.39782145619392395
test_3168.png,0.00012830943160224706,0.03534407913684845,0.9761745929718018,0.013636835850775242
test_2818.png,0.0005152656813152134,0.06584469974040985,0.846831202507019,0.14306792616844177
test_605.png,0.002424914389848709,0.9256342649459839,0.00978387612849474,0.2687494456768036
test_2498.png,0.00023231418163049966,0.0066153923980891705,0.9901401400566101,0.015130727551877499
test_2045.png,0.8699357509613037,0.26416850090026855,0.0030515100806951523,0.9577545523643494
test_1323.png,4.794958294951357e-05,0.9785082340240479,0.001957016997039318,0.622172474861145
test_2645.png,1.1843138054246083e-05,0.010013570077717304,0.9675945043563843,0.02822098881006241
test_3947.png,2.818866414600052e-05,0.0009399438858963549,0.9991374015808105,0.0005336928297765553
test_2539.png,9.368717655888759e-06,0.01578456163406372,0.9703524708747864,0.01861780323088169
test_2300.png,0.04822634160518646,0.1509026288986206,0.2109287977218628,0.5440142154693604
test_3180.png,3.6764631659025326e-05,0.004681822378188372,0.9934357404708862,0.006877107545733452
test_645.png,0.043204039335250854,0.9314625263214111,0.019271137192845345,0.4937862157821655
test_3941.png,0.00013873411808162928,0.06705629080533981,0.9268352389335632,0.043446898460388184
test_914.png,5.694102947018109e-05,0.9985730648040771,0.0008525666198693216,0.07599521428346634
test_2072.png,0.0002591582597233355,0.4622606039047241,0.0897732824087143,0.630571186542511
test_2714.png,0.00029595711384899914,0.033526163548231125,0.10070160776376724,0.9005298018455505
test_3795.png,1.0593939805403352e-06,0.002501696813851595,0.997188150882721,0.001597845577634871
test_108.png,0.7322090864181519,0.024191485717892647,0.12808825075626373,0.29920756816864014
test_1580.png,0.0005976693937554955,0.6568784117698669,0.042245496064424515,0.5775549411773682
test_1253.png,0.00029595711384899914,0.848846971988678,0.07613248378038406,0.19132767617702484
test_1160.png,0.00011591934890020639,0.014063626527786255,0.9841545820236206,0.007815889082849026
test_1551.png,0.2592626214027405,0.20339088141918182,0.11008788645267487,0.3030094802379608
